longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value	longitude	latitude	Value
699690	838680	0.6868485	699630	834690	0.34342425	699420	839340	0.171712125	698730	834630	0.085856063	697980	834630	0.042928031	697500	834540	0.021464016	699420	836970	0.010732008	698790	838350	0.005366004	699810	836010	0.002683002	698400	836520	0.001341501	699270	836010	0.00067075	699900	838200	0.000335375	697590	837000	0.000167688	698040	838710	8.38438E-05
697740	838140	0.5735066	699330	836820	0.2867533	699900	835500	0.14337665	699990	837990	0.071688325	699090	834420	0.035844163	699450	835050	0.017922081	698820	836400	0.008961041	697800	834540	0.00448052	699960	837150	0.00224026	699180	838410	0.00112013	698850	838680	0.000560065	699690	834480	0.000280033	699630	834450	0.000140016	699420	834870	7.00081E-05
698280	836940	0.6859038	697860	836220	0.3429519	699120	838530	0.17147595	697980	836910	0.085737975	697530	834660	0.042868988	698130	839220	0.021434494	698640	835350	0.010717247	699240	838260	0.005358623	699990	837630	0.002679312	698250	838680	0.001339656	699120	834690	0.000669828	697740	839340	0.000334914	699330	834630	0.000167457	699900	834630	8.37285E-05
699000	838230	0.9135088	698730	839250	0.4567544	699420	834330	0.2283772	698730	837750	0.1141886	698490	837180	0.0570943	699270	838470	0.02854715	699570	838980	0.014273575	697650	838020	0.007136788	698700	835560	0.003568394	698370	838140	0.001784197	699000	836820	0.000892098	698280	835500	0.000446049	697860	837990	0.000223025	699120	834420	0.000111512
698190	836490	0.5745426	698670	837780	0.2872713	698820	834480	0.14363565	698340	836310	0.071817825	698130	837060	0.035908913	698190	837600	0.017954456	698550	835320	0.008977228	697770	836940	0.004488614	697980	838290	0.002244307	699210	836940	0.001122154	698340	836220	0.000561077	699000	838530	0.000280538	698730	836910	0.000140269	699420	834660	7.01346E-05
698220	837960	0.4644461	699750	835770	0.23222305	698130	837300	0.116111525	698280	836580	0.058055763	697800	838920	0.029027881	699330	835020	0.014513941	697770	834390	0.00725697	699000	834510	0.003628485	698700	835860	0.001814243	698520	838230	0.000907121	699690	839250	0.000453561	698190	834330	0.00022678	698670	837750	0.00011339	698820	837180	5.66951E-05
699270	835920	1	698460	835020	0.5	698640	835050	0.25	697530	836970	0.125	698280	836190	0.0625	699930	834810	0.03125	699540	834990	0.015625	699630	837960	0.0078125	699330	834810	0.00390625	697860	836490	0.001953125	699450	837780	0.000976563	698220	834480	0.000488281	699750	836310	0.000244141	698130	837060	0.00012207
699570	837390	0.7995098	697500	838140	0.3997549	699150	837000	0.19987745	699120	835290	0.099938725	697470	837420	0.049969363	698400	837090	0.024984681	698100	837510	0.012492341	699750	837930	0.00624617	698010	834960	0.003123085	699480	837960	0.001561543	698610	835770	0.000780771	699270	837300	0.000390386	698460	836580	0.000195193	698640	838920	9.75964E-05
697590	836070	0.4619896	698040	834990	0.2309948	699540	835680	0.1154974	698280	837900	0.0577487	698250	835020	0.02887435	698070	836340	0.014437175	698400	835620	0.007218588	699480	839010	0.003609294	698400	837240	0.001804647	697620	835920	0.000902323	699600	835020	0.000451162	699570	835050	0.000225581	697500	836970	0.00011279	699150	836190	5.63952E-05
699630	837030	0.686477	699420	835230	0.3432385	698730	835170	0.17161925	697980	835830	0.085809625	697500	837960	0.042904813	699420	837270	0.021452406	698790	837510	0.010726203	699810	837120	0.005363102	698400	836100	0.002681551	699270	837390	0.001340775	699900	838140	0.000670388	697590	837000	0.000335194	698040	835290	0.000167597	699540	837420	8.37985E-05
699330	834540	0.7432854	699900	836970	0.3716427	699990	838350	0.18582135	699090	836010	0.092910675	699450	836520	0.046455338	698820	836010	0.023227669	697800	838200	0.011613834	699960	837000	0.005806917	699180	838710	0.002903459	698850	836070	0.001451729	699690	834990	0.000725865	699630	835680	0.000362932	699420	837900	0.000181466	698730	835020	9.07331E-05
697860	835050	0.5181763	699120	836400	0.25908815	697980	834540	0.129544075	697530	837150	0.064772038	698130	838410	0.032386019	698640	838680	0.016193009	699240	834480	0.008096505	699990	834450	0.004048252	698250	834870	0.002024126	699120	837030	0.001012063	697740	835230	0.000506032	699330	835170	0.000253016	699900	835830	0.000126508	699990	837960	6.32539E-05
698730	839220	0.9702093	699420	835350	0.48510465	698730	838260	0.242552325	698490	837630	0.121276163	699270	838680	0.060638081	699570	834690	0.030319041	697650	839340	0.01515952	698700	834630	0.00757976	698370	834630	0.00378988	699000	834540	0.00189494	698280	836970	0.00094747	697860	838350	0.000473735	699120	836010	0.000236868	697980	836520	0.000118434
698670	838470	0.9709468	698820	838980	0.4854734	698340	838020	0.2427367	698130	835560	0.12136835	698190	838140	0.060684175	698550	836820	0.030342088	697770	835500	0.015171044	697980	837990	0.007585522	699210	834420	0.003792761	698340	835050	0.00189638	699000	836400	0.00094819	698730	834540	0.000474095	699420	837150	0.000237048	698730	838410	0.000118524
699750	837600	0.8556388	698130	835320	0.4278194	698280	836940	0.2139097	697800	838290	0.10695485	699330	836940	0.053477425	697770	836220	0.026738713	699000	838530	0.013369356	698700	836910	0.006684678	698520	834660	0.003342339	699690	839220	0.00167117	698190	835350	0.000835585	698670	838260	0.000417792	698820	837630	0.000208896	698340	838680	0.000104448
698460	835020	0.4684194	698640	834390	0.2342097	697530	834510	0.11710485	698280	835860	0.058552425	699930	838230	0.029276213	699540	839250	0.014638106	699630	834330	0.007319053	699330	837750	0.003659527	697860	837180	0.001829763	699450	838470	0.000914882	698220	838980	0.000457441	699750	838020	0.00022872	698130	835560	0.00011436	698280	838140	5.71801E-05
697500	834810	0.8569062	699150	834990	0.4284531	699120	837960	0.21422655	697470	834810	0.107113275	698400	836490	0.053556638	698100	837780	0.026778319	699750	834480	0.013389159	698010	836310	0.00669458	699480	837060	0.00334729	698610	837600	0.001673645	699270	835320	0.000836822	698460	836940	0.000418411	698640	838290	0.000209206	697530	836940	0.000104603
698040	837090	0.5734344	699540	837510	0.2867172	698280	837930	0.1433586	698250	834960	0.0716793	698070	837960	0.03583965	698400	835770	0.017919825	699480	837300	0.008959913	698400	836580	0.004479956	697620	838920	0.002239978	699600	835020	0.001119989	699570	834390	0.000559995	697500	834510	0.000279997	699150	835860	0.000139999	699120	838230	6.99993E-05
699420	836340	0.6860878	698730	835620	0.3430439	697980	839010	0.17152195	697500	837240	0.085760975	699420	835920	0.042880488	698790	835020	0.021440244	699810	835050	0.010720122	698400	836970	0.005360061	699270	836190	0.00268003	699900	834810	0.001340015	697590	834990	0.000670008	698040	837960	0.000335004	699540	834810	0.000167502	698280	836490	8.3751E-05
